arrival_rate,service_rate,num_servers,avg_wait_time
5.684301580488142,7.37347018021048,2,0.02571889035344382
4.346034775985993,13.382485698776158,1,0.023297398382146613
7.094669689967297,8.785474019925315,1,0.40222324110823787
2.033414472658882,13.492671135503487,1,0.011396265536804126
5.778726330900948,8.222201888360235,1,0.13186929182729376
4.928793269298112,10.72352007174506,3,0.0007724400034054243
5.958809453745532,14.79443678486056,1,0.06775909306867109
4.532125326974272,8.048396135597375,4,0.00013197163237374916
7.838086226963573,14.897157404855424,1,0.08269233332181086
9.739431651878773,14.565684898539988,4,0.00012354625515915453
5.023204247528796,7.950471788767497,2,0.004960134721020041
1.636367792570547,9.507893173395788,3,0.0
5.9429102229863,5.261869760732784,3,0.010224657676184815
2.8884202834976325,7.600678696095656,2,0.00835450472772124
1.4223346068115552,12.809096430225617,5,0.0
5.465001542766478,14.00163186349586,4,0.0
9.548472415958914,7.685893918629828,4,0.003317548404948157
3.20906407650888,3.3614257505511804,1,1.2610015401172807
1.522952730698389,7.779117670265669,4,0.0
8.52669554738069,11.930694406744259,3,0.002407000862313986
5.880535068850077,7.206807960396813,1,0.43461801167185926
4.236695429895158,2.804341610801182,5,0.001934789624287573
2.3730099416004538,2.7531250321050056,1,1.2667115502465196
1.7198727257914213,4.71771083567219,3,0.0005573149299761852
7.91175509018162,8.400696476076256,5,0.00015844783903407855
4.954655201684095,6.8499508781460134,5,0.0
3.8216026641243337,14.676857717436437,4,0.0
7.891813458988923,2.0877802748882286,3,4.374690613547487
4.982215189029587,7.595970391936263,2,0.025235507380010565
5.390233062262269,2.0079448238943103,2,7.613340462650458
4.033113477718736,3.2353928210666094,3,0.03603928790882349
8.423997581699759,7.714564453059509,1,0.7924359202248015
8.476693916132465,10.076412263734708,1,0.47778370375155177
6.445953663494775,12.434623651547067,3,0.0002985824589964339
3.441446466259483,5.099183663973278,1,0.37850236550985783
8.051551447609626,7.486210195756071,1,5.456465112257959
1.6259092490923397,6.6027245609813985,2,0.0008558250271828167
6.060564284724077,14.351099657865884,3,0.0
4.18249506970416,9.28961402608659,3,0.0011466859250372494
8.28607725057159,11.02109145656314,5,0.0
9.398559683604319,10.190734927921094,5,0.00023393222549442162
9.079465875011246,3.3523896212319713,3,0.4094486125521781
5.490030441208545,8.048520665978305,3,0.001859945886378989
5.649355497096105,10.926395247294028,4,4.0115056264542394e-05
6.535920065528021,12.813274402089997,5,0.0
9.563724056218582,11.580356113193332,1,0.24752378659852284
5.312281327326131,7.312802741633588,5,0.0
8.955842466658796,7.52590068267766,4,0.0028672344061881636
9.656109176899033,14.423920514416105,3,0.0017791973521590933
8.872345543310496,8.922420030512278,3,0.006050094620465446
1.2559982616868401,9.346851441743407,2,0.0005722150727449234
1.4323980005597416,8.236211465209013,1,0.042177434838803055
5.371590211971657,6.145242319858292,2,0.06789780497811544
3.8849604634986017,11.900030667467103,3,0.0
3.9243596039291235,12.906920769256496,5,0.0
5.449440841568493,13.367879094099177,3,4.88885658399632e-05
4.900271121263332,9.374903042358314,5,0.0
1.428432304080903,11.330344658691251,1,0.01405307305845407
5.823237177159076,14.980583217528094,5,0.0
3.106714749632446,5.490522397427649,3,0.008556651098593573
4.927776752179755,13.833798485351668,1,0.04188431348046263
6.867507504578381,9.092736618889091,4,0.0003062966740580163
1.905086458153467,14.444191632386518,3,0.0
8.966743353037138,13.42949634125653,3,0.0004044171850878181
9.650785070500184,4.587692268522387,5,0.0028173483000624193
4.681296902790189,4.725869823641639,3,0.003399722457518396
9.670865753251565,9.590370346760103,1,1.8410285278661993
9.736642666908308,12.857911856111189,3,0.0020769639250716515
3.218743296275415,6.416030708272057,2,0.010193653538431328
3.5058788312058913,3.2863560380353904,4,0.0
5.844219828010053,8.503996347089108,3,0.0006362664312597206
8.500044637648713,13.170794716251182,3,0.00029393398982831205
5.16224620696442,14.64388556402142,5,0.0
7.781261865519214,11.91891511658455,5,0.00036679752776759707
6.440807734868632,12.66199784235754,3,0.00012509717075029312
8.037126218545982,14.557997000654717,1,0.08663724180223031
7.150478374765601,2.8287222161419483,3,0.27268455286759435
9.692065291860276,4.016844349838402,5,0.01661788626748164
1.9496731548428334,7.497855562688528,5,0.0
8.158791365340388,9.855161739004942,1,0.3891362241198741
1.8244204402386008,14.27474932739118,5,0.0
3.7477172037139503,13.29768148081885,2,0.0005770188233553975
5.298429097434271,9.31662958691372,5,0.0
1.8030028203684336,11.17485856536172,1,0.022844595672343232
7.406201214745197,12.405126866577207,5,0.0
6.181358112498635,4.954447183538428,2,0.10209897646818442
8.67188139232299,11.644834007940126,4,0.0002255622301779267
9.70389247266167,12.591379417199109,1,0.3111441280237334
5.632946270376282,10.963048410198265,2,0.005277681278970253
4.646390177532696,3.4538323392571524,2,0.20277618429797678
9.715062358936452,6.69508940884884,4,0.0014473018272595831
3.149628963505295,2.601702779565078,2,0.10886641060222679
6.658909231854456,5.6576805399045185,5,0.0
4.4676424617185875,12.685816570189852,4,0.0
6.159292698685495,10.53155284161999,1,0.14525841882970958
9.532899908608057,4.874864923641194,5,0.002411671836245372
2.822755902289453,10.600173975566367,1,0.05665518215886103
3.989745170750676,6.623199864759835,2,0.006867402188175497
8.540150704601167,8.630737139518725,2,0.0216067726753487
7.956486284018001,6.194358927745387,3,0.007987262227661851
2.911635486072161,3.7381111982880224,5,0.0
3.2133403582235482,11.41203175838735,2,0.0015940896528560948
9.412908660420781,11.6312547254352,2,0.011520955408736587
5.0373433198870785,11.121808231623714,5,0.0
6.711749373843611,8.381001917681148,2,0.018216402767735205
3.3686150089396727,7.56966862346654,4,0.0
9.219613766064152,10.662378306820695,5,0.00010451156229215037
3.451230672900225,12.36736575942441,4,0.0
6.080518093569996,4.500353025018579,1,4.49106562689682
3.059799522078529,10.276592165584384,1,0.028864256741578005
1.7664460456254774,14.474887731718402,1,0.0019941773664684365
7.295918285897766,8.074514219254407,4,0.0004889788781387904
9.368589738006115,9.188137113067427,2,0.031139273620484485
4.481056693339286,3.021268319670181,1,7.73187813117227
